1	91	10139353	10139353.15	10139353.15367776155471801758
1	59	9628645	9628645.04	9628645.04138765484094619751
1	74	9699466	9699466.40	9699466.40418191067874431610
1	40	10084455	10084455.21	10084455.20592152886092662811
1	93	9910895	9910895.08	9910895.08231287822127342224
1	68	10397573	10397572.53	10397572.53480736725032329559
1	53	10190299	10190299.29	10190299.29144099354743957520
1	73	9565882	9565881.71	9565881.70500861480832099915
1	8	10376414	10376414.03	10376414.03041138313710689545
1	48	9863255	9863255.34	9863255.34280146472156047821
1	94	10161911	10161911.49	10161911.48722605593502521515
1	67	10110413	10110413.46	10110413.45948966778814792633
1	16	10313829	10313828.89	10313828.89233789406716823578
1	1	9947364	9947363.50	9947363.50425474904477596283
1	30	10044851	10044851.10	10044851.09768141433596611023
1	96	10449279	10449279.01	10449279.00651427358388900757
1	83	9923730	9923730.32	9923730.31980299949645996094
1	75	10350130	10350129.87	10350129.87233180552721023560
1	30	9787502	9787501.84	9787501.83733589388430118561
1	91	10135027	10135026.89	10135026.88582520000636577606
1	59	9803314	9803313.94	9803313.93661404587328433990
1	8	9901693	9901692.77	9901692.77024242281913757324
1	68	9902457	9902456.58	9902456.57868427783250808716
1	79	9718758	9718757.59	9718757.58593561127781867981
1	48	10248712	10248711.99	10248711.98558412119746208191
1	38	9897229	9897228.83	9897228.83476582914590835571
1	94	10074625	10074624.97	10074624.96573856845498085022
1	57	10139410	10139409.79	10139409.79231614805757999420
1	83	10371476	10371476.50	10371476.49614720419049263000
1	96	9913776	9913776.42	9913776.41826624795794487000
1	51	9920175	9920175.02	9920175.02201967500150203705
1	39	9978365	9978364.61	9978364.60613464936614036560
1	54	9642516	9642516.27	9642516.27244036272168159485
1	25	10415656	10415655.52	10415655.52054869569838047028
1	80	10277105	10277104.90	10277104.90427615679800510406
1	46	10535960	10535960.02	10535960.01825317740440368652
1	59	9557296	9557296.26	9557296.26253001764416694641
1	32	10574148	10574147.99	10574147.99318025261163711548
1	85	9744714	9744714.22	9744714.22110600583255290985
1	67	9761734	9761734.44	9761734.43910401687026023865
1	46	9495653	9495653.04	9495653.03947015479207038879
1	45	10325163	10325163.13	10325163.12889487296342849731
1	33	10679303	10679303.33	10679303.32561191730201244354
1	62	9831465	9831465.21	9831465.21387015096843242645
1	46	9855030	9855030.07	9855030.06534832529723644257
1	30	9276540	9276540.18	9276540.17969512566924095154
1	24	10664246	10664246.14	10664246.13729925639927387238
1	96	10341345	10341344.76	10341344.76489111222326755524
1	71	10275222	10275221.56	10275221.55992980301380157471
1	54	9469356	9469355.71	9469355.70845280028879642487
1	86	10411514	10411513.54	10411513.54090906307101249695
1	29	10201751	10201750.91	10201750.90830861404538154602
1	63	9956868	9956868.37	9956868.36768866889178752899
1	53	9570432	9570431.62	9570431.62489029951393604279
1	74	9722826	9722826.13	9722826.13478000275790691376
1	77	9668700	9668699.88	9668699.87981888279318809509
1	58	9877322	9877321.64	9877321.64313755929470062256
1	34	10009176	10009176.01	10009176.01017502695322036743
1	33	10204982	10204982.28	10204982.28246622718870639801
1	6	10334537	10334537.09	10334537.08915232308208942413
1	96	10420721	10420721.22	10420721.21630729734897613525
1	50	10106860	10106859.69	10106859.69379086792469024658
1	45	9936475	9936475.14	9936475.13700654730200767517
1	15	10145328	10145328.38	10145328.37597846798598766327
1	41	10098581	10098580.78	10098580.77672572061419487000
1	91	9585570	9585570.04	9585570.03507979959249496460
1	61	10486999	10486999.29	10486999.28552186861634254456
1	100	9988033	9988033.47	9988033.47171763144433498383
1	90	10190596	10190595.50	10190595.50466182455420494080
1	12	10023323	10023323.12	10023323.11918053403496742249
1	33	9685582	9685582.37	9685582.36508111096918582916
1	35	10102995	10102995.08	10102995.07586402632296085358
1	57	10846035	10846034.62	10846034.62351826205849647522
